Mnemonic,Tag,FLBR.US,FET.US,FGDP_.US,FC_.US,FCD_.US,FCN_.US,FCS_.US,FI_.US,FIF_.US,FIFN_.US,FIFNS_.US,FIFR_.US,FEXG_.US,FEXS_.US,FIMG_.US,FIMS_.US,FG_.US,FAWHTP.US,FIP.US,FTWDBRD.US,FYPQ.US,FYLE.US,FYPDPIQ.US,FYPDPI_Q.US,FYPSAVQ.US,FCPIU.US,FCPIUL1E.US,FCPWTI.US,FPDPC.US,FPDPGDP.US,FAHETP.US,FHST.US,FHST1.US,FHSTMF.US,FGDP.US,FYHHMEDQ.US,FPPISP3500.US,FPPISP3000.US,FHN1.US,FHN1SUPQ.US,FRVEHL.US,FZPAVN.US,FMBAD.US,FBCFCOFCCQ.US,FCBC.US,FCCALLQ.US,FCCREVQ.US,FCCNREVQ.US,FBBABLLICBQ.US,FBBABLLRCBQ.US,FBBABLLCCBQ.US,FHX1.US,FBKBY.US,FBKPY.US,FCPGASQ.US,FDJMIIUSDDWCFTDQ.US,FRFHLMCFM.US,FG.US,FI.US,FIF.US,FZFL075035503Q.US,FZ.US,FRFED.US,FRPRIME.US,FRILIBOR1M.US,FRILIBOR3M.US,FRILIBOR6M.US,FRILIBOR12M.US,FRTB3M.US,FRTB6M.US,FRGT1Y.US,FIRSWP1YQ.US,FRGT2Y.US,FIRSWP2YQ.US,FRGT3Y.US,FIRSWP3YQ.US,FRGT5Y.US,FIRSWP5YQ.US,FRGT7Y.US,FIRSWP7YQ.US,FRGT10Y.US,FIRSWP10YQ.US,FRGT20Y.US,FRGT30Y.US,FIRSWP30YQ.US,FRBAAC.US,FSPVOL.US,FIFNE_Q.US,FIFNIP_Q.US,FABABC.US,FCUMF.US,FLBR.TX,FLBR.MI,FLBR.CA,FLBR.FL,FLBR.AZ,FABAHE.US,FHCLHP1TIM.TX,FHCLHP1TIM.MI,FHCLHP1TIM.CA,FHCLHP1TIM.FL,FHCLHP1TIM.AZ,FHCLHP1TIM.US,FMOF14TQ.US,FMOF14RQ.US,FMOF14PQ.US,FCBOEVIXQ.US,FRPRIME.US
date,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
12/31/1994,HI,5.633333333,115.839,10052.518,6425.929,472.6604665,1548.907225,4528.310548,1553.518,1477.818964,976.2926961,396.3842123,507.1228066,582.0648649,286.0318416,788.4040295,192.5404168,2252.199,34.5,72.902,90.5174,6078.442,4091.041,5372.994,7122.963,6.5,149.7666667,158.1,17.64741935,75.437,74.44,11.44666667,1.472,1.163333333,0.308666667,7476.661,34084.68129,137.6333333,126.0666667,0.663333333,6.166666667,15.4044,244.492,4.15,3.08,97.65276082,1045.03008,367.32597,677.70394,637.8931333,978.9685667,437.4397333,3.406666667,52374,780455,1.73083871,4540.619,9.097666661,1424.157,1307.188,1232.046,90.361,663.06,5.180327869,8.143442623,5.538690476,5.954613175,6.311755873,6.931299683,5.282295082,5.779672131,6.605737705,,7.162622951,,7.402131148,,7.634590164,,7.738852459,,7.837213115,,8.087704918,7.961147582,,9.20999972,0.680000985,404.2778114,237.7894932,2.93,84.18113333,6,5.266667,8.033334,5.866667,5.833333492,0.617000759,81.644,68.953,75.699,85.407,78.561,80.307,581.8328335,50.5394399,531.2933936,15.26873016,8.143442623
3/31/1995,HI,5.466666667,116.699,10086.878,6442.942,462.8673108,1554.453796,4560.555895,1570.273,1509.379152,1012.636808,407.4359064,495.5987146,596.7741238,286.9725639,803.6072378,199.5023125,2256.815,34.4,73.65583333,93.4842,6174.785,4141.337,5450.272,7190.901,7.1,150.8666667,159.4333333,18.36142857,75.798,74.89,11.52,1.324,1.044,0.28,7545.296,34612.9134,138.7,127.1666667,0.600333333,6.966666667,14.5608,247.787,3.92,2.93,100.3267085,1081.36042,387.31633,694.04393,664.8129,1005.511033,449.2668667,3.326666667,51667,787292,1.469746032,4920.419,8.812333266,1440.008,1327.265,1266.086,90.609,664.687,5.837580645,8.838709677,6.056919841,6.289682698,6.598586349,7.114087302,5.735322581,6.038387097,6.712580645,,7.114516129,,7.249516129,,7.373548387,,7.443225806,,7.471290323,,7.744193548,7.626612902,,8.876666705,0.4522871,424.9343419,240.9903572,3.18,84.1006,5.833333492,5.3,7.8,5.5,5.433333397,0.689545453,82.035,70.272,75.299,85.442,79.615,80.617,538.108305,18.25883862,519.8494664,11.99238095,8.838709677
6/30/1995,HI,5.666666667,117.1423333,10122.122,6500.691,467.5745748,1562.110239,4607.295028,1537.736,1508.467594,1022.453802,417.2606082,480.3247819,604.6453347,291.6395917,814.6915852,196.940712,2268.644,34.26666667,73.9003,90.19846667,6240.245,4177.579,5493.514,7207.255,6.3,152.1,160.7333333,19.31698413,76.226,75.226,11.59333333,1.287333333,1.019666667,0.267666667,7604.923,35137.93205,139.6,127.7666667,0.673333333,6.266666667,14.4728,253.245,4.15,3.27,100.4124374,1117.10623,407.84383,709.26223,684.9259667,1027.6006,460.4733,3.313333333,51288,806816,1.667619048,5348.774,7.947000051,1455.631,1303.825,1270.066,90.517,689.236,6.02140625,9,6.076011803,6.114818033,6.141969836,6.223488689,5.594285714,5.612857143,5.954444444,,6.131746032,,6.228888889,,6.379206349,,6.479047619,,6.60015873,,6.996984127,6.942222239,,8.233333429,0.49048455,424.2707042,246.6924129,3.26,83.2517,6.033333,5.5,7.933333,5.466667,5.4,0.800142348,82.515,71.472,74.558,85.764,80.057,80.805,594.7165927,155.5064729,439.2101197,12.19031746,9
9/30/1995,HI,5.666666667,117.6403333,10208.772,6560.332,480.765147,1567.656811,4641.867359,1528.614,1529.798067,1029.232592,418.5971533,498.1090682,630.2720377,304.966491,816.4250054,198.9562044,2262.435,34.3,74.56683333,92.22446667,6317.043,4223.657,5564.849,7271.651,6.2,152.8666667,161.8,17.76983871,76.531,75.548,11.69666667,1.415333333,1.122,0.293333333,7706.531,35508.52758,140.2,128,0.714666667,6,14.7632,261.756,4.45,3.67,100.3786519,1154.341,430.78855,723.55229,702.3833667,1049.492833,472.4449667,3.693333333,51042,832415,1.576080645,5806.633,7.68416671,1457.293,1303.22,1291.894,91.234,723.155,5.811587302,8.761904762,5.891479688,5.888305781,5.886535469,5.900146719,5.367777778,5.362698413,5.66015873,,5.861587302,,5.966507937,,6.092222222,,6.255238095,,6.329206349,,6.775873016,6.717301596,,8.053333124,0.495187878,425.0374313,251.8986376,3.3,82.7957,6.2,5.266667,7.933333,5.6,5.3,0.846166909,83.126,72.877,74.543,86.287,80.814,81.327,920.66769,418.9470829,501.7206071,12.47269841,8.761904762
12/31/1995,HI,5.566666667,118.183,10281.246,6606.361,489.1051908,1575.726528,4667.996063,1566.652,1560.021302,1049.650632,415.0213474,507.7896193,637.9834812,310.9871137,825.6169033,203.0539793,2242.097,34.26666667,75.21573333,94.70406667,6391.822,4268.024,5621.635,7313.742,6,153.7,162.9333333,18.12032258,76.868,75.908,11.78,1.417333333,1.142333333,0.275,7799.493,35737.65979,141.2666667,128.8,0.689666667,6.5,15.1148,273.013,4.44,3.93,99.03333282,1188.47269,445.6765,742.79603,711.2789333,1060.0498,478.6995667,3.723333333,51959,874642,2.061387097,6057.205,7.336833334,1455.716,1335.619,1317.188,92.103,734.986,5.752096774,8.721774194,5.855654921,5.864583492,5.754588571,5.690538095,5.261290323,5.243064516,5.445645161,,5.503064516,,5.579032258,,5.693064516,,5.812419355,,5.898548387,,6.303709677,6.236129053,,7.639999866,0.486632629,437.0537848,258.6199012,3.34,82.5604,6.133333,4.966666698,7.833333492,5.533333,5.3,0.869279027,83.694,74.393,74.21,87.005,81.751,81.762,912.064854,385.6890486,526.3758054,12.89968254,8.721774194
3/31/1996,HI,5.533333333,118.6813333,10348.691,6667.696,494.4162125,1585.927869,4714.668711,1590.623,1599.339868,1075.753056,422.7119592,520.9964327,650.0299488,309.147479,854.9896288,206.4445639,2246.776,34.13333333,75.7359,96.55336667,6508.919,4321.354,5707.244,7383.717,6,155.0666667,164.0333333,19.5784127,77.299,76.296,11.87666667,1.460666667,1.149333333,0.311333333,7893.146,36061.91769,141.5666667,129.9666667,0.734666667,5.966666667,15.1144,286.263,4.43,4.22,94.93333435,1219.41259,463.34836,756.06407,724.4447667,1072.4107,485.6268,3.71,52210,927916,2.431532258,6365.886,7.283166663,1472.921,1355.23,1348.349,92.508,768.943,5.398387097,8.334677419,5.432434219,5.406189375,5.339233438,5.313537969,4.93016129,4.886129032,5.126935484,,5.27016129,,5.381612903,,5.572419355,,5.791290323,,5.910483871,,6.384032258,6.300322579,,7.709999879,0.778408336,448.0199155,266.3713914,3.53,81.71016667,5.966667,4.933333397,7.666666508,5.333333492,5.466667,0.805341482,84.101,76.192,74.053,87.198,82.853,82.218,658.8296287,162.5048609,496.3247677,15.39825397,8.334677419
6/30/1996,HI,5.5,119.4753333,10529.379,6740.08,510.1548472,1606.3088,4742.659002,1667.682,1649.414826,1104.828345,431.9450756,543.7112103,658.050276,317.3892516,876.4904003,208.0946746,2282.77,34.3,77.35236667,97.35226667,6639.355,4393.452,5799.819,7454.301,5.9,156.4,165,21.61603175,77.81,76.584,11.98666667,1.495666667,1.186333333,0.309333333,8061.535,36484.26864,141.9333333,131.0333333,0.734333333,5.966666667,15.1996,298.75,4.37,4.45,102.8000005,1248.67834,476.01877,772.65941,736.8382333,1081.9397,490.728,3.866666667,52938,989171,2.375,6612.769,8.105000043,1492.548,1418.56,1388.039,92.3,781.398,5.2803125,8.25,5.453906167,5.520248167,5.639323333,5.954362667,5.018125,5.13875,5.656875,,6.11078125,,6.281875,,6.485,,6.65140625,,6.7140625,,7.09734375,6.922812507,,8.296666463,0.669841806,461.1380365,273.4397367,3.66,82.3223,5.7,5,7.4,5.2,5.633333,0.889453351,84.542,77.388,74.276,87.669,83.867,82.779,969.9230831,413.3979139,556.5251692,16.36825397,8.25
9/30/1996,HI,5.266666667,120.2176667,10626.778,6780.698,513.787627,1617.749963,4768.255824,1744.489,1686.849503,1139.571683,437.1904672,542.5737064,672.0352557,309.126574,906.2129905,213.229662,2285.177,34.36666667,78.32446667,97.57833333,6714.641,4455.72,5871.076,7513.727,6,157.3,166.0666667,22.33079365,78.142,76.932,12.09666667,1.501333333,1.183666667,0.317666667,8159.043,36913.01518,142.2333333,131.5,0.788666667,5.3,15.0044,309.819,4.2,4.46,110.2666677,1273.00008,488.04122,784.9587,750.3375333,1088.689867,495.9850333,3.783333333,53520,1058444,2.170095238,6765.648,8.158999952,1500.49,1474.446,1423.376,90.765,786.566,5.33734375,8.25,5.456491077,5.596514615,5.796995692,6.088161385,5.09640625,5.22046875,5.78203125,,6.1759375,,6.35421875,,6.53890625,,6.66578125,,6.7759375,,7.09078125,6.965156265,,8.293333689,0.738463261,479.6361336,281.3950684,3.48,82.47923333,5.5,4.866667,7.033333,5.066666603,5.633333,0.866064489,84.961,78.984,74.764,88.025,84.617,83.287,784.1413978,214.8486046,569.2927932,16.7784375,8.25
12/31/1996,HI,5.333333333,120.9323333,10739.057,6833.958,523.8059126,1630.844221,4794.118587,1743.944,1713.507531,1168.238612,460.4507336,536.4076503,709.4634495,333.8048557,928.2544619,212.4163931,2301.908,34.4,79.41183333,98.34426667,6805.186,4517.911,5941.63,7552.887,5.8,158.6666667,167.1333333,24.56698413,78.671,77.257,12.20333333,1.417,1.098,0.319,8287.078,37298.08938,142.2333333,132.6,0.765333333,5.266666667,15.0708,319.28,4.3,4.65,110.3333333,1301.1654,509.27297,791.89228,772.1493667,1113.355167,506.7908,3.77,53549,1125006,3.032952381,7198.293,7.687666758,1519.839,1479.995,1445.27,92.105,807.306,5.319516129,8.25,5.456604375,5.532287969,5.595093438,5.770385938,4.973548387,5.075322581,5.484677419,,5.803709677,,5.940645161,,6.110806452,,6.246290323,,6.354193548,,6.71483871,6.621612918,,7.916666508,0.580234668,485.4864548,289.6534079,3.72,82.25173333,5.566666603,4.766667,6.9,5,5.5,0.983258188,85.143,80.197,75.309,88.361,85.336,83.749,821.2842031,217.0023268,604.2818763,17.20625,8.25
3/31/1997,HI,5.233333333,121.6873333,10820.908,6906.064,537.9788704,1640.762796,4836.735634,1781.576,1744.905664,1194.7984,463.1369701,539.1494272,731.4368029,329.8276909,968.2344468,221.0755455,2301.335,34.4,80.91716667,101.5020667,6929.843,4599.537,6027.734,7628.691,5.7,159.6333333,168.1,22.8642623,79.017,77.637,12.32333333,1.432666667,1.139666667,0.293,8402.06,37667.39305,142.5,132.7666667,0.820666667,4.433333333,15.2312,327.654,4.31,4.92,118.6999995,1311.87465,513.7125,798.16201,789.1024667,1137.6076,508.6406333,3.85,54008,1193057,2.37247541,7213.53,7.790499997,1532.218,1521.951,1472.193,103.374,835.26,5.288688525,8.266393443,5.459080656,5.565702459,5.686411803,5.947490164,5.061666667,5.141666667,5.645833333,,6.044666667,,6.191,,6.358666667,,6.483833333,,6.567,,6.911666667,6.817999991,,8.070000172,0.860834437,494.983562,302.6496874,3.51,82.61943333,5.633333,4.5,6.7,5,5.066666603,1.170660853,85.645,81.582,76.138,88.708,86,84.48,717.1071164,111.6315926,605.4755238,19.9165,8.266393443
6/30/1997,HI,5,122.5536667,10984.15,6937.418,536.2699289,1641.676349,4873.236038,1879.966,1778.491537,1219.888088,458.864408,546.6922552,768.6839269,333.3501732,1005.049747,223.4524906,2325.254,34.46666667,82.1017,102.6629667,7010.459,4665.751,6094.275,7693.917,6,160,169.1666667,19.93546875,79.212,77.998,12.42666667,1.476,1.116333333,0.359666667,8551.94,38044.70056,142.4666667,131.5333333,0.765666667,4.566666667,14.5304,335.746,4.28,5.38,125.4236501,1330.58683,517.3226,813.2641,809.0683667,1172.124433,508.7196667,3.846666667,53993,1263006,2.138421875,8396.869,7.925499972,1552.209,1589.852,1501.464,101.533,857.73,5.555625,8.5,5.68892746,5.813303968,5.971478413,6.268353492,5.04890625,5.2684375,5.85203125,,6.2759375,,6.4240625,,6.5703125,,6.66203125,,6.6996875,,7.02453125,6.936093763,,8.186666807,1.014956692,511.4005426,309.2056741,3.69,82.51773333,5.4,4.233333,6.4,4.866667,4.6,1.101440191,86.346,82.984,77.138,89.127,86.613,85.116,791.497146,237.8789542,553.6181918,19.92296875,8.5
9/30/1997,HI,4.866666667,123.2736667,11124.013,7056.142,560.1541769,1668.082378,4932.009001,1913.623,1842.138592,1274.102069,478.1369498,551.9875324,789.8584429,337.0398952,1041.594697,232.3041559,2329.034,34.56666667,83.99013333,104.7131667,7123.777,4745.394,6182.668,7785.46,5.5,160.8,169.9,19.79203125,79.415,78.225,12.55666667,1.457666667,1.146,0.311666667,8691.756,38424.08684,142.3666667,131.3,0.82,4.3,15.2236,343.527,4.27,5.5,128.0522919,1349.36328,530.47882,818.88433,822.8243333,1198.384167,510.7679667,4.006666667,54252,1313112,2.484453125,9180.211,7.470000021,1559.79,1625.338,1557.39,105.265,892.617,5.56765625,8.5,5.653726154,5.731850923,5.838251231,6.026051538,5.0490625,5.1315625,5.5434375,,5.90375,,6.01203125,,6.12890625,,6.230625,,6.2421875,,6.591875,6.527656242,,7.75666666,1.004059859,538.8223124,317.568689,3.53,82.91566667,5.2,4.1,6.233333,4.666666508,4.333333492,0.928296864,86.915,84.217,78.517,89.767,87.637,85.883,904.7856117,322.8794552,581.9061565,22.445,8.5
12/31/1997,HI,4.666666667,124.25,11210.329,7139.909,574.460166,1679.806307,4985.529629,1940.73,1856.298137,1282.759319,480.7443082,557.8162596,789.2300242,336.0469105,1064.956113,236.3862154,2332.473,34.53333333,86.0996,108.8391,7258.598,4848.089,6290.72,7897.061,5.7,161.6666667,170.8666667,19.94301587,79.662,78.493,12.71333333,1.532,1.143333333,0.388666667,8788.32,38780.90973,142.4333333,131.6333333,0.819,4.2,15.5056,350.881,4.35,5.4,129.2321955,1372.48564,541.76198,830.72353,839.5757,1218.3558,501.3134333,4.186666667,54027,1350118,2.907968254,9298.188,7.198000002,1572.42,1645.296,1567.632,113.321,877.468,5.54516129,8.5,5.762878594,5.835677813,5.877624844,6.002747031,5.089516129,5.164032258,5.480967742,,5.734516129,,5.78016129,,5.837096774,,5.928548387,,5.906290323,,6.218709677,6.144032255,,7.436666807,1.419323619,537.5530246,326.3338779,3.04,83.3802,4.966666698,4.1,6.066666603,4.533333302,4.3,0.888241291,88.133,85.765,80.882,90.559,88.968,87.124,969.505888,337.9870908,631.5187971,27.09238095,8.5
3/31/1998,HI,4.633333333,125.0103333,11321.246,7213.553,579.0957977,1691.878257,5044.568533,2027.137,1910.100357,1323.481059,476.3359005,569.3756535,793.9591414,336.4650093,1104.204562,246.1886588,2318.955,34.53333333,87.05876667,114.8722333,7420.545,4950.367,6424.437,8065.328,6.8,162,171.9,15.91901639,79.657,78.606,12.83666667,1.558666667,1.228333333,0.330333333,8889.732,39284.70065,142.7666667,130.6,0.858,4,14.7456,357.141,4.52,5.24,133.160085,1380.63176,543.20393,837.4277,861.4259333,1238.1338,494.2906,4.35,52638,1370490,2.206786885,10494.72,7.054666638,1566.709,1712.314,1607.214,121.672,808.482,5.519836066,8.5,5.647445714,5.657924444,5.672804921,5.729911746,5.050327869,5.046557377,5.316721311,,5.449672131,,5.462622951,,5.510491803,,5.617540984,,5.590983607,,5.95147541,5.885409816,,7.25333341,0.9392996,565.6770907,334.487542,3.11,82.76083333,4.833333492,3.9,6,4.466666698,4.3,0.736715853,89.465,87.37,83.287,91.644,90.021,88.478,1347.921085,615.2470739,732.6740113,21.32459016,8.5
6/30/1998,HI,4.4,125.7986667,11431.046,7340.989,608.3524664,1712.367944,5110.521904,2013.441,1973.94998,1367.208335,501.6250862,589.1093862,772.3798811,347.8059393,1130.126351,251.0997025,2366.049,34.43333333,87.63973333,115.3746667,7548.071,5035.882,6525.723,8178.007,6.4,162.5333333,172.8666667,14.66936508,79.799,78.786,12.96,1.572333333,1.239,0.333333333,8994.738,39810.8472,143.4666667,130.5333333,0.892,3.9,16.1836,359.878,4.42,5.2,137.2450867,1421.67063,563.30687,858.36364,877.3380333,1259.9505,496.2640333,4.453333333,50202,1379249,2.264936508,10663.61,7.092833368,1604.444,1694.789,1657.449,119.805,805.15,5.51171875,8.5,5.656185902,5.690253934,5.750384262,5.863921639,4.974126984,5.105555556,5.408730159,,5.558095238,,5.567619048,,5.586349206,,5.656666667,,5.593015873,,5.932063492,5.847777768,,7.25333341,0.789099019,582.1391728,342.520003,3.28,81.30423333,4.866667,3.733333349,5.933333397,4.333333492,4.2,0.767605603,90.547,88.601,85.924,92.305,91.216,89.877,1579.443005,778.9192793,800.5237259,21.53428571,8.5
9/30/1998,HI,4.533333333,126.511,11580.587,7437.539,625.6363117,1724.679157,5172.486159,2067.218,2010.675667,1387.806054,500.3761834,606.3366878,772.8911371,341.3985751,1143.230371,256.6629329,2387.567,34.46666667,88.28746667,118.4968333,7655.362,5120.896,6612.147,8261.362,6.1,163.3666667,173.9,14.14546875,80.041,79.071,13.06666667,1.631333333,1.278666667,0.352666667,9146.521,40425.38338,143.8666667,130.5,0.862,4.066666667,14.8256,358.457,4.45,5.28,132.2323405,1445.01803,570.3721,874.6458,904.4886667,1270.899833,490.2946333,4.506666667,47125,1389839,2.01684375,9346.807,6.865666644,1628.557,1739.786,1687.367,123.429,813.248,5.556923077,8.49609375,5.617307538,5.617668308,5.62817375,5.604928154,4.82625,4.8721875,5.095625,,5.13609375,,5.11265625,,5.1253125,,5.21859375,,5.20734375,,5.60890625,5.477187485,,7.126666705,1.402075372,590.9919716,352.921434,3.28,80.32946667,4.9,4.2,5.966667,4.266667,4.266667,0.768353403,92.067,90.111,88.031,93.272,92.077,91.291,1809.38399,998.0315133,811.3524769,29.75171875,8.49609375
12/31/1998,HI,4.433333333,127.2763333,11770.686,7546.837,662.5883337,1748.04001,5203.867198,2125.53,2065.81484,1427.694738,498.9169391,620.5711772,806.9748651,347.6543784,1185.659408,258.6234215,2409.405,34.46666667,89.56586667,114.8086333,7750.782,5204.161,6682.773,8328.48,5.5,164.1333333,174.8666667,12.91619048,80.244,79.278,13.17666667,1.722333333,1.364333333,0.358,9325.65,41069.72868,144.7666667,131,0.945666667,3.766666667,16.4176,352.811,4.39,5.08,124.1161677,1468.72474,583.17119,885.55343,937.5493,1299.290033,495.5055667,4.656666667,44367,1398182,2.140428571,11317.59,6.770999993,1654.348,1794.417,1734.4,125.857,789.562,4.880645161,7.919354839,5.355984688,5.274627344,5.100099375,4.973884375,4.252741935,4.291935484,4.386129032,,4.376290323,,4.407903226,,4.386774194,,4.623064516,,4.661935484,,5.37516129,5.100645181,,7.25,1.441724982,617.2539861,361.4882905,3.45,80.5319,4.766667,3.966666698,5.8,4.133333,4.366667,0.704835653,93.359,92.07,89.525,94.4,93.728,92.737,1893.413682,1066.899202,826.5144801,29.5371875,7.919354839
3/31/1999,HI,4.3,128.0356667,11864.675,7618.691,664.025,1780.218,5245.389,2186.065,2101.595,1458.952,497.579,622.958,793.846,331.698,1222.453,241.056,2418.145,34.36666667,90.56286667,115.9901,7838.136,5298.838,6760.026,8403.08,5.5,164.7333333,175.6333333,13.1695082,80.453,79.575,13.3,1.709333333,1.337,0.372333333,9447.103,41634.28502,145.6666667,131.4666667,0.862,4,16.3312,344.529,4.22,4.89,132.0036062,1498.60712,586.91362,911.69338,939.4836,1321.266067,495.7445667,4.613333333,41128,1378071,1.798213115,11707.67,6.877500017,1675.982,1850.634,1767.24,126.962,842.186,4.766229508,7.75,4.953929524,5.001942222,5.05377254,5.202510476,4.407213115,4.415901639,4.673606557,,4.861639344,,4.887868852,,4.901967213,,5.102622951,,5.000819672,,5.671803279,5.381803317,,7.403333346,1.323602726,635.448,371.292,3.58,80.32656667,4.6,3.9,5.5,4,4.533333302,0.69,94.815,92.074,91.818,95.504,95.077,94.251,1544.849574,720.0337376,824.8158359,27.25278689,7.75
6/30/1999,HI,4.266666667,128.847,11962.524,7731.528,695.778,1796.766,5297.451,2188.002,2151.18,1497.288,492.42,632.66,805.089,331.665,1264.968,240.275,2431.652,34.36666667,91.4587,116.9320667,7908.273,5352.493,6812.91,8423.895,4.3,165.9666667,176.4666667,17.6668254,80.884,79.908,13.42666667,1.574333333,1.266,0.308333333,9557.005,42131.54135,145.7333333,132.2666667,0.909666667,3.933333333,16.7728,341.808,4.46,4.32,137.3848877,1527.04362,596.36713,930.67637,946.5814667,1340.080167,495.6728333,4.696666667,39934,1352030,2.258285714,12583.604,7.203666679,1703.68,1845.773,1810.661,122.678,835.62,4.75703125,7.75,4.960993115,5.071423443,5.191770492,5.459933279,4.45015625,4.58484375,4.87953125,,5.28421875,,5.35484375,,5.44203125,,5.6578125,,5.54125,,6.08890625,5.798125044,,7.740000089,1.169039491,658.042,385.301,3.33,80.1134,4.666666508,3.766666651,5.3,3.933333397,4.533333302,0.57,96.384,94.986,94.283,96.756,96.442,96.01,1555.105102,665.8765252,889.2285772,24.39555556,7.75
9/30/1999,HI,4.233333333,129.594,12113.075,7819.273,712.454,1805.08,5356.195,2242.786,2200.356,1539.287,492.169,637.415,826.041,344.172,1314.151,246.995,2460.252,34.36666667,92.2883,116.4171333,8015.479,5429.701,6894.656,8480.303,3.9,167.2,177.4,21.714375,81.31,80.191,13.55666667,1.650666667,1.286333333,0.364333333,9712.28,42214.11927,146,133.5666667,0.873,4.166666667,17.136,346.553,4.22,4.5,135.4937642,1558.78756,608.64296,950.14448,967.442,1371.0897,493.6976333,4.68,38625,1315751,2.5853125,11713.8,7.790833298,1740.247,1890.917,1850.4,126.459,819.168,5.1225,8.102272727,5.282512615,5.441548308,5.801802154,5.944807692,4.650625,4.77796875,5.1609375,,5.63234375,,5.7109375,,5.775,,6.07265625,,5.88296875,,6.4025,6.041562535,,8.099999746,1.062638475,680.323,400.348,3.35,79.66083333,4.7,3.6,5.133333,3.833333254,4.366667,0.63,97.904,97.181,96.625,98.259,98.162,97.899,1308.449681,403.2775997,905.1720817,23.320625,8.102272727
12/31/1999,HI,4.066666667,130.484,12323.336,7934.144,720.989,1841.834,5427.43,2308.637,2210.48,1544.871,497.302,642.067,852.619,346.82,1346.108,253.432,2496.734,34.4,93.91556667,115.3043333,8191.748,5560.205,7037.58,8605.081,3.9,168.4333333,178.4,24.50580645,81.792,80.585,13.66666667,1.654666667,1.335333333,0.319333333,9926.101,41996.05437,146.9333333,134.8333333,0.869333333,4.266666667,17.3352,358.695,4.12,4.49,136.3680267,1578.83427,612.45287,966.38127,993.1765333,1432.229233,497.8166667,4.553333333,37884,1281581,2.620177419,13812.67,7.846500079,1784.243,1949.443,1865.202,129.556,823.944,5.305079365,8.376984127,5.785192381,6.136746032,6.081666667,6.255039683,5.047580645,5.212903226,5.615806452,,5.948225806,,6.005806452,,6.066935484,,6.295806452,,6.14483871,,6.616451613,6.256451622,,8.239999771,1.140141646,675.917,407.589,3.22,80.21566667,4.7,3.5,5.033333302,3.733333349,4.2,0.58,99.84,99.366,99.893,99.686,99.679,99.879,1091.946981,210.8619016,881.0850789,22.65828125,8.376984127
3/31/2000,HI,4.033333333,131.2523333,12359.095,8054.859,761.222,1825.701,5510.763,2287.827,2272.047,1599.914,507.792,645.257,869.283,348.254,1399.3,264.529,2476.222,34.4,94.8542,116.1972667,8445.266,5759.88,7236.3,8774.569,4.3,170.1,179.5666667,28.81919355,82.476,81.184,13.79666667,1.659,1.278666667,0.380333333,10031.031,42102.47404,147.1666667,136.3666667,0.876333333,4.3,18.2724,375.749,4.03,4.49,140.8631236,1609.179,624.26738,984.9115,1015.5873,1496.724333,511.8935333,4.616666667,38109,1263096,2.6235,14296.18,8.258333286,1795.13,1945.917,1929.76,126.533,803.288,5.731904762,8.694444444,5.922265625,6.115781406,6.323154375,6.76046875,5.528730159,5.699047619,6.188888889,,6.526349206,,6.555238095,,6.583174603,,6.635396825,,6.468412698,,6.583809524,6.291746018,,8.329963766,1.396957265,706.447,419.384,3.28,80.1123,4.566666603,3.233333349,5,3.7,4.033333302,0.66,101.578,101.59,103.934,101.597,101.436,102.127,1133.925813,234.0300926,899.8957208,23.15031746,8.694444444
6/30/2000,HI,3.933333333,132.031,12592.53,8132.194,747.154,1862.049,5577.287,2424.549,2322.913,1650.511,529.035,641.947,895.52,357.551,1439.388,276.015,2506.392,34.33333333,96.03933333,118.6497,8575.283,5800.75,7344.901,8865.621,4.3,171.4333333,180.7,28.77126984,82.853,81.631,13.94333333,1.586666667,1.235666667,0.351,10278.34,42246.25164,147.6666667,137.3333333,0.830333333,4.533333333,17.3296,386.867,4.11,4.09,140.5290731,1657.27634,640.91496,1016.36128,1050.0793,1563.846467,524.608,4.59,36910,1240012,3.672126984,13618.5,8.318500042,1828.895,2071.76,1981.317,125.369,792.76,6.28546875,9.25,6.462705082,6.632572131,6.83730541,7.17827623,5.714444444,5.964761905,6.21968254,,6.572698413,,6.524444444,,6.424444444,,6.435079365,,6.184920635,,6.345873016,5.979841232,,8.594944169,1.656526856,732.546,425.316,2.99,80.12553333,4.333333492,3.466666698,5.066666603,3.733333349,4,0.66,103.203,102.917,108.392,103.666,102.926,104.425,1085.27571,190.0893319,895.186378,24.92396825,9.25
